Date,Open,High,Low,Close,Adj Close,Volume
1995-08-14,0.383929,0.390625,0.382813,0.387277,0.331645,167406400
1995-08-15,0.391741,0.393973,0.385045,0.393415,0.336901,317867200
1995-08-16,0.392857,0.397321,0.389509,0.397321,0.341175,292633600
1995-08-17,0.398438,0.406250,0.393973,0.398438,0.342134,246892800
1995-08-18,0.400670,0.402902,0.390625,0.400670,0.344051,241158400
1995-08-21,0.400670,0.405134,0.393973,0.393973,0.338300,271779200
1995-08-22,0.396205,0.402902,0.393973,0.399554,0.343092,217044800
1995-08-23,0.400670,0.409598,0.398438,0.406250,0.348842,253803200
1995-08-24,0.407366,0.412946,0.406250,0.408482,0.350759,287929600
1995-08-25,0.409598,0.409598,0.398438,0.399554,0.343092,134344000
1995-08-28,0.400670,0.401786,0.383929,0.383929,0.329675,243040000
1995-08-29,0.383929,0.386161,0.379464,0.385045,0.330634,317060800
1995-08-30,0.386161,0.390625,0.385045,0.387277,0.332550,153473600
1995-08-31,0.387277,0.388393,0.383929,0.383929,0.329675,87864000
1995-09-01,0.383929,0.388393,0.382813,0.383371,0.329196,98380800
1995-09-05,0.388393,0.388393,0.381696,0.388393,0.333508,179972800
1995-09-06,0.391741,0.394392,0.388393,0.390625,0.335425,200760000
1995-09-07,0.392857,0.404576,0.390625,0.399554,0.343092,262326400
1995-09-08,0.399554,0.400670,0.397321,0.399554,0.343092,174776000
1995-09-11,0.400670,0.406250,0.395089,0.395089,0.339258,172491200
1995-09-12,0.397321,0.400670,0.380580,0.383371,0.329196,326256000
1995-09-13,0.382813,0.387277,0.375000,0.378348,0.324883,322750400
1995-09-14,0.369420,0.371652,0.354911,0.357143,0.306674,550558400
1995-09-15,0.333705,0.356027,0.316964,0.320313,0.275049,1211963200
1995-09-18,0.324777,0.328683,0.320313,0.327567,0.281278,621488000
1995-09-19,0.328125,0.331473,0.322545,0.328125,0.281757,490022400
1995-09-20,0.332589,0.333705,0.325893,0.327009,0.280799,321809600
1995-09-21,0.325893,0.334821,0.324777,0.330357,0.283674,347334400
1995-09-22,0.329241,0.332589,0.324777,0.330915,0.284153,398641600
1995-09-25,0.341518,0.341657,0.333705,0.334961,0.287627,315212800
1995-09-26,0.337054,0.338170,0.331473,0.333705,0.286549,250902400
1995-09-27,0.334821,0.334821,0.310268,0.323661,0.277924,451236800
1995-09-28,0.325893,0.338170,0.325893,0.337054,0.289424,331184000
1995-09-29,0.339286,0.341518,0.329241,0.332589,0.285590,283416000
1995-10-02,0.337054,0.343750,0.334821,0.335938,0.288466,392000000
1995-10-03,0.340402,0.343750,0.331473,0.335938,0.288466,289822400
1995-10-04,0.327009,0.330357,0.321429,0.324777,0.278882,266772800
1995-10-05,0.323661,0.327009,0.320313,0.325893,0.279841,244070400
1995-10-06,0.328125,0.330357,0.318080,0.318638,0.273611,309041600
1995-10-09,0.315848,0.319196,0.306920,0.310826,0.266903,372568000
1995-10-10,0.306920,0.312500,0.300223,0.309710,0.265944,400265600
1995-10-11,0.314732,0.318080,0.304688,0.311384,0.267382,332875200
1995-10-12,0.312500,0.315848,0.310268,0.315290,0.270736,162052800
1995-10-13,0.319196,0.329241,0.316964,0.321429,0.276007,235188800
1995-10-16,0.323661,0.330357,0.320313,0.322545,0.276966,182067200
1995-10-17,0.325893,0.329241,0.320313,0.327009,0.280799,178617600
1995-10-18,0.330357,0.353237,0.328125,0.333705,0.286549,512400000
1995-10-19,0.320313,0.322545,0.310268,0.310268,0.266424,944899200
1995-10-20,0.314732,0.314732,0.309152,0.313616,0.269298,386332800
1995-10-23,0.313616,0.313616,0.310268,0.313616,0.269298,197803200
1995-10-24,0.316964,0.316964,0.311384,0.313616,0.269298,213494400
1995-10-25,0.314732,0.315848,0.310268,0.310268,0.266424,133302400
1995-10-26,0.311384,0.312500,0.308036,0.311384,0.267382,125865600
1995-10-27,0.311384,0.311384,0.304688,0.310268,0.266424,154212800
1995-10-30,0.311384,0.314732,0.309152,0.314732,0.270257,175638400
1995-10-31,0.314732,0.327009,0.313616,0.324219,0.278403,289217600
1995-11-01,0.327009,0.331473,0.316964,0.327009,0.280799,193233600
1995-11-02,0.329241,0.329241,0.323661,0.327009,0.280799,152756800
1995-11-03,0.328125,0.329241,0.320313,0.325893,0.279841,179435200
1995-11-06,0.325893,0.345982,0.324777,0.340402,0.292299,311774400
1995-11-07,0.337054,0.361607,0.334821,0.353795,0.303800,736388800
1995-11-08,0.354911,0.366071,0.345982,0.347098,0.298049,358825600
1995-11-09,0.354911,0.357143,0.347098,0.351563,0.301883,260108800
1995-11-10,0.351563,0.359375,0.347098,0.354911,0.304758,223115200
1995-11-13,0.359375,0.368304,0.357143,0.364955,0.313383,317374400
1995-11-14,0.366071,0.379464,0.366071,0.370536,0.318175,407276800
1995-11-15,0.375000,0.375000,0.358259,0.366071,0.314341,248136000
1995-11-16,0.364955,0.370536,0.352679,0.356585,0.306195,226228800
1995-11-17,0.357143,0.360491,0.354911,0.358259,0.307633,128531200
1995-11-20,0.359375,0.359375,0.343750,0.344866,0.296132,148456000
1995-11-21,0.345982,0.345982,0.338170,0.344866,0.297055,191609600
1995-11-22,0.344866,0.350446,0.343750,0.344866,0.297055,98806400
1995-11-24,0.347098,0.360491,0.345982,0.358817,0.309072,109950400
1995-11-27,0.362723,0.362723,0.351563,0.351563,0.302823,115875200
1995-11-28,0.351563,0.358259,0.350446,0.357143,0.307630,176288000
1995-11-29,0.358259,0.358259,0.348214,0.350446,0.301861,105268800
1995-11-30,0.347098,0.348214,0.339286,0.340402,0.293210,174854400
1995-12-01,0.339286,0.341518,0.331473,0.335938,0.289365,204209600
1995-12-04,0.358259,0.358259,0.348214,0.352679,0.303785,480681600
1995-12-05,0.343750,0.356027,0.341518,0.352679,0.303785,363596800
1995-12-06,0.354911,0.356027,0.342634,0.345982,0.298016,201107200
1995-12-07,0.345982,0.345982,0.338170,0.344308,0.296574,141926400
1995-12-08,0.345982,0.351563,0.338170,0.351563,0.302823,141355200
1995-12-11,0.352679,0.353795,0.342634,0.344866,0.297055,111652800
1995-12-12,0.344866,0.344866,0.339286,0.339286,0.292249,177553600
1995-12-13,0.341518,0.348214,0.328125,0.342634,0.295132,684902400
1995-12-14,0.347098,0.351563,0.339286,0.341518,0.294171,333502400
1995-12-15,0.316964,0.327009,0.306920,0.314732,0.271099,726880000
1995-12-18,0.313616,0.314732,0.284598,0.287946,0.248026,666534400
1995-12-19,0.292411,0.296875,0.287946,0.292411,0.251872,430864000
1995-12-20,0.299107,0.300223,0.290179,0.291295,0.250911,365736000
1995-12-21,0.292411,0.292411,0.282366,0.290179,0.249950,332875200
